Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
94,18,Suburban,Silver,22,3.5,Night,Economy,180,620.58273133
74,30,Rural,Gold,92,3.79,Night,Premium,118,330.54971741
69,35,Urban,Regular,39,3.87,Night,Premium,123,472.25894851
1,36,Suburban,Regular,30,4.07,Afternoon,Premium,128,552.98757042
67,9,Urban,Gold,52,3.86,Evening,Economy,81,259.09201313
83,29,Rural,Regular,100,3.63,Afternoon,Premium,169,637.07690362
57,7,Suburban,Regular,55,3.98,Evening,Premium,148,675.40155031
80,24,Suburban,Regular,86,4.17,Night,Premium,172,697.14875891
64,38,Urban,Regular,66,3.84,Night,Premium,91,372.17419
61,37,Suburban,Gold,33,4.65,Night,Economy,92,240.46458917
72,64,Rural,Silver,43,3.77,Morning,Premium,37,190.23180227
56,17,Rural,Silver,72,4.48,Evening,Premium,165,568.14587829
42,47,Urban,Gold,0,4.41,Night,Premium,132,513.12757845
54,66,Suburban,Regular,23,4.03,Afternoon,Premium,139,544.13433959
52,71,Rural,Gold,20,3.98,Evening,Economy,81,362.321046
69,47,Suburban,Gold,66,4.68,Morning,Premium,83,353.10452391
39,1,Suburban,Gold,31,3.89,Afternoon,Economy,65,294.99446553
88,8,Suburban,Regular,35,4.71,Afternoon,Premium,140,538.42998464
68,11,Suburban,Gold,56,4.26,Morning,Economy,83,307.55059586
89,30,Urban,Silver,0,4.8,Afternoon,Premium,70,335.86330178
54,64,Urban,Silver,0,3.58,Morning,Economy,81,305.7608935
29,24,Rural,Gold,74,4.19,Evening,Premium,145,575.28478854
31,13,Urban,Gold,33,3.94,Night,Economy,46,163.70412257
45,51,Suburban,Silver,0,4.96,Morning,Economy,89,278.40691469
35,18,Suburban,Gold,61,4.33,Evening,Economy,62,324.66611924
23,47,Rural,Gold,42,4.02,Night,Premium,110,485.68553178
65,20,Urban,Silver,87,3.76,Night,Premium,18,75.51765918
68,44,Suburban,Silver,60,3.85,Morning,Premium,100,443.31394946
55,32,Rural,Gold,14,4.44,Morning,Premium,60,244.45551188
94,21,Rural,Silver,34,4.54,Afternoon,Economy,133,374.31416191
60,1,Rural,Silver,65,4.97,Evening,Economy,109,337.71494316
53,28,Urban,Regular,69,4.27,Night,Economy,37,93.38096475
53,3,Suburban,Gold,78,3.5,Night,Premium,120,437.70879562
78,34,Urban,Gold,29,4.43,Night,Premium,33,30.62299444
28,45,Rural,Regular,72,4.47,Evening,Premium,112,431.13765046
17,38,Urban,Gold,100,4.07,Night,Premium,60,161.72879193
65,26,Urban,Regular,80,4.52,Morning,Premium,110,409.9905669
65,26,Urban,Regular,69,4.33,Evening,Economy,82,332.99802709
74,41,Urban,Silver,39,4.51,Night,Premium,39,293.08117142
60,15,Suburban,Regular,77,3.65,Night,Premium,168,618.67671
100,31,Suburban,Regular,6,4.45,Evening,Economy,122,410.80343727
80,1,Urban,Silver,55,3.64,Afternoon,Economy,95,339.42203041
6,13,Urban,Regular,22,3.81,Afternoon,Premium,79,457.71260368
28,32,Suburban,Silver,33,4.3,Morning,Economy,101,442.22223979
16,2,Urban,Silver,72,4.0,Morning,Economy,88,214.0181037
62,31,Rural,Regular,0,4.01,Night,Premium,153,547.23303069
65,39,Urban,Silver,10,4.29,Evening,Economy,180,644.40792707
100,14,Rural,Silver,31,4.25,Evening,Economy,111,372.35641528
43,34,Suburban,Gold,0,3.61,Night,Economy,79,154.74807763
39,1,Urban,Gold,54,4.15,Night,Economy,93,367.44488925
66,36,Suburban,Regular,33,4.64,Morning,Economy,156,597.77967534
36,18,Suburban,Silver,70,4.37,Afternoon,Economy,99,383.90920635
54,9,Suburban,Regular,57,5.0,Afternoon,Premium,80,333.90220911
82,20,Suburban,Gold,42,4.47,Night,Economy,99,204.34281845
79,4,Suburban,Silver,26,4.94,Morning,Economy,152,423.48792395
86,42,Rural,Silver,85,3.68,Night,Premium,33,82.95406172
29,29,Suburban,Regular,67,4.21,Afternoon,Economy,123,434.7524178
74,47,Urban,Regular,84,3.77,Morning,Premium,141,450.14706683
61,1,Suburban,Silver,44,3.91,Evening,Economy,89,318.64700961
100,44,Rural,Silver,36,5.0,Night,Economy,86,283.28150745
77,1,Urban,Regular,35,3.5,Morning,Premium,52,215.08886082
61,26,Urban,Regular,100,4.67,Night,Premium,71,384.57072981
85,73,Urban,Regular,100,4.47,Night,Economy,138,425.72625525
74,1,Rural,Gold,58,4.55,Night,Economy,70,245.56738688
78,27,Urban,Silver,7,4.12,Evening,Premium,52,315.22132769
73,7,Urban,Gold,56,4.87,Afternoon,Premium,110,406.78278721
51,16,Urban,Silver,60,4.34,Evening,Premium,68,180.96884905
51,8,Rural,Gold,79,4.51,Night,Economy,100,329.16451898
77,1,Urban,Gold,16,3.5,Morning,Premium,75,351.88917322
46,37,Urban,Regular,63,3.75,Afternoon,Premium,100,362.07622908
65,27,Urban,Regular,100,4.07,Morning,Premium,122,522.46723426
72,9,Rural,Regular,14,4.5,Evening,Premium,101,269.91831645
47,51,Urban,Gold,71,3.69,Evening,Economy,177,532.74702641
71,37,Suburban,Silver,72,3.5,Evening,Premium,166,644.54974155
61,27,Urban,Silver,17,4.27,Night,Economy,43,127.78756373
52,37,Urban,Gold,71,3.81,Morning,Economy,77,350.50323659
79,37,Rural,Regular,50,4.34,Evening,Economy,59,273.59926865
31,26,Suburban,Silver,69,4.08,Afternoon,Economy,180,547.09138061
31,36,Rural,Gold,45,4.48,Afternoon,Economy,88,266.13809597
62,32,Urban,Gold,60,3.58,Afternoon,Economy,76,335.43218073
34,20,Rural,Regular,60,3.97,Morning,Economy,168,531.39711582
91,13,Rural,Regular,43,4.08,Night,Economy,81,245.61058911
53,14,Rural,Silver,43,4.63,Night,Economy,180,562.4744377
28,10,Suburban,Regular,48,4.0,Afternoon,Economy,137,396.3773155
57,24,Suburban,Gold,39,4.23,Morning,Economy,139,450.20926147
100,37,Rural,Silver,40,3.77,Night,Premium,1,29.83890981
40,44,Urban,Silver,9,4.46,Evening,Economy,44,205.71688714
46,31,Rural,Gold,29,4.51,Morning,Economy,165,617.93685562
74,48,Suburban,Regular,3,4.18,Night,Economy,89,302.03810576
94,5,Suburban,Gold,81,3.96,Morning,Premium,103,476.30957425
37,47,Urban,Silver,64,3.97,Afternoon,Economy,116,435.87112431
43,46,Urban,Silver,65,4.1,Morning,Economy,111,348.55898803
24,1,Urban,Gold,35,4.46,Evening,Premium,129,440.78714068
60,5,Suburban,Silver,23,4.08,Afternoon,Premium,137,458.74367226
66,14,Rural,Gold,36,4.74,Night,Economy,93,224.50103796
82,36,Urban,Silver,28,4.17,Afternoon,Premium,62,308.57707619
71,1,Urban,Gold,0,3.74,Morning,Economy,128,297.89080957
63,32,Urban,Silver,49,4.99,Afternoon,Economy,88,432.87768219
67,38,Suburban,Gold,31,3.94,Evening,Premium,96,431.229814
75,62,Rural,Gold,51,3.84,Night,Premium,125,583.53419278
32,55,Urban,Silver,21,4.06,Evening,Economy,150,393.80667541
67,19,Suburban,Regular,9,4.75,Afternoon,Economy,137,477.88622399
21,15,Rural,Gold,49,4.64,Morning,Economy,178,643.47612135
88,49,Suburban,Gold,0,4.47,Night,Economy,99,382.60168182
100,51,Suburban,Silver,82,4.42,Night,Premium,65,232.39667107
47,37,Urban,Gold,53,4.38,Afternoon,Economy,125,466.04858108
68,4,Urban,Gold,37,4.37,Morning,Premium,89,292.11204385
80,26,Urban,Gold,45,4.43,Evening,Economy,69,204.57654067
97,16,Suburban,Regular,89,4.07,Night,Premium,130,534.80971281
57,4,Suburban,Regular,45,3.87,Evening,Premium,26,112.42434848
44,32,Urban,Gold,51,4.56,Afternoon,Economy,100,400.96449219
72,10,Suburban,Regular,28,3.79,Evening,Economy,72,138.93616266
92,71,Suburban,Silver,91,4.24,Night,Economy,57,214.80246217
62,7,Suburban,Regular,61,3.94,Afternoon,Premium,110,400.38674541
93,1,Rural,Gold,88,3.88,Evening,Economy,77,282.86567136
84,31,Urban,Regular,0,4.51,Afternoon,Premium,77,398.62802431
78,56,Suburban,Regular,17,4.35,Evening,Premium,55,375.30099614
60,30,Suburban,Silver,51,4.76,Evening,Premium,63,297.19293134
55,17,Suburban,Silver,73,4.07,Afternoon,Economy,92,413.69055165
100,7,Suburban,Silver,80,4.46,Night,Premium,133,548.5803246
40,1,Rural,Regular,50,3.9,Night,Economy,136,429.91729608
73,16,Suburban,Regular,24,4.36,Night,Economy,12,25.993449448411635
71,7,Urban,Gold,25,3.73,Morning,Economy,42,186.91168691
69,31,Rural,Silver,90,3.89,Night,Premium,108,477.1331669
35,24,Urban,Silver,66,4.41,Afternoon,Economy,87,345.10777512
62,28,Urban,Gold,80,3.51,Night,Economy,153,559.69526936
48,10,Urban,Silver,100,4.75,Evening,Economy,132,496.8287478
83,23,Rural,Gold,0,4.3,Afternoon,Economy,42,162.56999894
66,45,Suburban,Regular,20,4.04,Morning,Premium,1,25.993449448411635
96,1,Urban,Gold,13,4.36,Morning,Premium,106,451.73400154
94,11,Rural,Gold,0,4.52,Afternoon,Premium,93,275.93382657
51,21,Urban,Gold,64,5.0,Morning,Premium,83,397.60480511
95,18,Rural,Regular,16,3.61,Night,Premium,50,153.23591311
46,56,Urban,Silver,30,3.97,Morning,Economy,113,359.0676688
92,1,Rural,Gold,49,4.76,Night,Premium,127,423.87794966
33,1,Suburban,Silver,50,4.16,Night,Economy,111,403.7698749
96,49,Rural,Regular,94,4.41,Evening,Premium,72,245.18060982
44,1,Rural,Regular,62,3.5,Night,Premium,88,396.44421628
52,12,Suburban,Gold,0,4.44,Night,Premium,43,25.993449448411635
56,33,Urban,Gold,29,4.22,Night,Premium,45,160.24860668
46,51,Rural,Gold,25,4.27,Morning,Economy,156,604.09516557
93,13,Urban,Silver,100,4.33,Morning,Premium,114,434.71309952
20,15,Rural,Gold,92,3.77,Night,Premium,101,462.8705949
73,4,Suburban,Gold,47,3.88,Afternoon,Premium,82,326.43715115
75,28,Rural,Regular,28,4.82,Evening,Economy,135,569.8830453
36,56,Rural,Silver,62,4.11,Evening,Economy,180,696.27224451
50,15,Urban,Silver,64,5.0,Evening,Premium,77,267.07427362
37,10,Urban,Silver,46,4.73,Night,Premium,118,496.32902773
53,24,Suburban,Regular,0,4.29,Afternoon,Economy,38,25.993449448411635
82,38,Urban,Silver,36,4.25,Afternoon,Premium,124,425.81116094
51,43,Suburban,Regular,33,4.19,Afternoon,Premium,129,539.88346332
67,24,Urban,Regular,29,4.1,Morning,Premium,70,320.40513895
58,57,Urban,Regular,0,4.13,Evening,Economy,104,329.35722272
100,39,Urban,Gold,75,5.0,Morning,Premium,108,415.87527671
63,27,Suburban,Silver,49,4.2,Afternoon,Economy,165,610.26745958
40,26,Urban,Regular,28,4.74,Morning,Economy,126,421.95334662
66,1,Suburban,Gold,9,4.08,Night,Premium,149,482.50629302
77,15,Urban,Silver,28,3.54,Afternoon,Premium,125,519.53535315
48,7,Rural,Regular,58,3.94,Night,Economy,83,245.97564761
91,22,Rural,Gold,83,4.21,Morning,Economy,1,60.43309756
22,10,Rural,Regular,84,4.17,Evening,Economy,164,626.38400703
50,1,Urban,Gold,22,4.37,Evening,Economy,99,395.44499826
61,44,Urban,Gold,100,4.12,Afternoon,Premium,80,304.97245925
84,1,Suburban,Silver,100,3.5,Night,Economy,172,518.23026791
94,73,Rural,Gold,11,4.52,Night,Economy,180,653.49397972
93,6,Urban,Regular,17,4.16,Evening,Economy,122,414.11807263
64,25,Rural,Gold,45,4.11,Night,Premium,137,509.04164184
87,1,Urban,Regular,83,4.33,Afternoon,Economy,1,25.993449448411635
76,8,Rural,Gold,90,4.59,Night,Premium,158,607.74607259
63,42,Rural,Silver,63,4.53,Evening,Premium,35,170.41736609
49,13,Urban,Regular,72,4.29,Afternoon,Premium,80,338.93004455
66,14,Rural,Gold,53,4.71,Afternoon,Economy,41,91.5390873
90,46,Rural,Gold,61,4.52,Morning,Economy,78,181.18378189
62,64,Suburban,Silver,63,3.86,Morning,Premium,144,598.09312647
51,19,Suburban,Silver,32,4.01,Morning,Economy,180,665.61238179
88,1,Rural,Gold,100,4.14,Night,Premium,30,162.69424828
50,20,Suburban,Regular,83,5.0,Night,Economy,142,535.77202666
74,22,Urban,Silver,75,4.3,Night,Premium,109,537.91500786
70,26,Rural,Regular,43,3.76,Evening,Premium,147,575.43179666
82,39,Urban,Gold,32,4.66,Night,Premium,64,274.5265317
79,43,Urban,Gold,2,3.99,Afternoon,Premium,136,472.26391233
76,11,Rural,Silver,42,5.0,Night,Premium,69,314.27602609
53,29,Urban,Gold,57,4.4,Afternoon,Premium,164,628.22995593
48,30,Suburban,Regular,14,3.5,Night,Premium,121,396.18701731
68,61,Rural,Regular,38,4.15,Evening,Premium,180,677.23292261
66,44,Urban,Gold,39,4.16,Evening,Premium,52,284.6892217
100,15,Rural,Silver,72,4.12,Afternoon,Premium,133,437.59915968
69,3,Rural,Regular,70,4.62,Evening,Premium,60,236.07802586
63,18,Suburban,Silver,26,4.47,Night,Premium,132,527.1278243
47,28,Suburban,Silver,39,4.76,Afternoon,Economy,127,415.48372617
36,22,Urban,Regular,36,4.49,Night,Premium,107,441.57150161
25,10,Suburban,Gold,20,4.43,Afternoon,Premium,106,439.50380627
35,10,Rural,Regular,35,3.72,Afternoon,Premium,180,771.87763855
54,45,Urban,Regular,57,4.36,Morning,Premium,119,382.58358141
83,1,Rural,Silver,5,4.51,Evening,Premium,124,571.63636298
70,51,Urban,Gold,64,4.44,Evening,Premium,93,443.38404198
37,28,Urban,Regular,22,4.46,Afternoon,Premium,145,772.77021329
46,11,Urban,Gold,9,3.57,Morning,Premium,105,418.31610425
58,28,Suburban,Silver,31,4.37,Evening,Economy,169,639.13556822
52,45,Suburban,Regular,45,4.06,Afternoon,Premium,101,382.11722805
40,32,Suburban,Silver,63,4.5,Morning,Economy,108,424.89012985
2,16,Urban,Silver,31,4.71,Morning,Economy,113,423.52267356
35,18,Rural,Regular,63,4.6,Night,Premium,28,64.04987082
37,23,Suburban,Gold,55,4.15,Morning,Economy,14,25.993449448411635
87,36,Urban,Silver,84,3.89,Morning,Economy,137,504.70616105
94,1,Rural,Gold,43,4.25,Afternoon,Economy,60,263.10668854
16,17,Urban,Regular,33,4.2,Evening,Economy,88,343.53754846
78,26,Rural,Regular,100,4.64,Night,Premium,97,430.44077945
89,27,Rural,Gold,79,4.66,Evening,Premium,103,417.20614993
42,19,Urban,Regular,27,4.56,Morning,Economy,36,239.66839019
22,29,Urban,Gold,79,4.08,Night,Economy,38,188.06744839
99,1,Suburban,Gold,100,4.65,Night,Premium,87,296.72051979
56,1,Rural,Gold,55,4.43,Evening,Premium,88,363.22967843
91,54,Urban,Silver,55,3.59,Night,Economy,137,493.22849183
62,26,Urban,Gold,29,3.79,Night,Economy,91,221.01591182
95,24,Suburban,Gold,83,3.74,Morning,Economy,131,455.91438864
71,1,Rural,Silver,64,3.99,Evening,Premium,80,255.04312909
52,1,Rural,Regular,4,4.6,Afternoon,Premium,163,524.00886197
49,34,Rural,Gold,46,4.81,Afternoon,Premium,148,500.78750973
47,52,Suburban,Regular,47,4.14,Evening,Premium,106,427.80641606
56,9,Urban,Regular,42,4.22,Morning,Premium,25,123.02779216
59,32,Urban,Gold,43,4.01,Night,Economy,45,146.38477451
69,48,Rural,Gold,0,4.34,Morning,Premium,122,491.26214019
51,21,Suburban,Silver,100,3.98,Afternoon,Economy,127,409.7273973
100,51,Urban,Regular,43,4.38,Night,Premium,21,125.96701415
99,20,Urban,Regular,95,4.78,Night,Premium,122,442.2251003
67,32,Urban,Silver,36,4.17,Morning,Premium,126,522.59978574
100,60,Rural,Silver,8,4.08,Night,Premium,180,698.05103533
95,41,Rural,Gold,52,4.23,Evening,Premium,103,504.51474913
54,24,Rural,Gold,78,4.09,Afternoon,Premium,139,565.90451793
72,15,Urban,Gold,30,4.38,Night,Premium,26,135.96925219
59,48,Suburban,Gold,84,4.65,Evening,Economy,85,371.39923831
95,38,Urban,Gold,35,3.77,Evening,Economy,68,202.47427545
40,40,Suburban,Silver,15,3.68,Morning,Premium,145,641.55907599
27,30,Urban,Regular,59,3.96,Morning,Premium,115,459.46197665
60,43,Suburban,Silver,91,4.45,Morning,Economy,65,285.08799528
40,9,Rural,Regular,100,4.5,Night,Economy,59,125.31243039
41,13,Rural,Gold,9,5.0,Morning,Economy,132,494.00164872
56,10,Urban,Silver,30,4.54,Night,Economy,172,571.1530617
50,39,Urban,Regular,33,4.2,Evening,Premium,176,729.06042991
54,14,Suburban,Regular,36,3.77,Afternoon,Economy,71,292.96190509
56,12,Rural,Silver,55,4.27,Morning,Premium,103,391.67360153
67,30,Suburban,Gold,100,4.33,Night,Premium,151,638.26163534
45,8,Rural,Regular,100,4.19,Afternoon,Premium,46,221.95764568
47,36,Rural,Regular,100,4.15,Night,Premium,152,596.86318951
81,16,Suburban,Gold,80,4.41,Afternoon,Premium,62,282.51715711
89,54,Rural,Silver,48,4.33,Morning,Premium,61,323.81829723
100,53,Suburban,Regular,15,4.93,Morning,Economy,56,132.07358017
62,59,Rural,Gold,0,4.03,Afternoon,Premium,108,493.63024285
87,6,Urban,Regular,79,4.44,Night,Premium,91,327.94917723
53,22,Suburban,Regular,53,4.11,Morning,Economy,122,482.97305442
72,47,Urban,Regular,100,4.11,Night,Economy,104,299.28164123
63,59,Urban,Silver,44,4.28,Evening,Premium,130,420.43666882
100,1,Urban,Silver,92,4.84,Morning,Economy,108,507.1399234
46,40,Rural,Gold,83,4.64,Evening,Economy,59,295.50713514
41,31,Rural,Silver,0,3.76,Evening,Premium,1,129.25965881
62,33,Urban,Gold,58,4.36,Afternoon,Economy,70,265.31163672
15,7,Urban,Silver,46,3.51,Morning,Economy,149,486.80709515
62,19,Urban,Gold,11,4.1,Morning,Premium,87,306.45226832
2,46,Urban,Gold,100,4.71,Morning,Premium,167,635.38170249
40,45,Urban,Silver,67,4.04,Morning,Economy,105,317.73243805
60,32,Urban,Regular,100,4.02,Evening,Economy,134,420.57404838
21,51,Suburban,Gold,58,5.0,Afternoon,Economy,145,667.95026677
66,45,Suburban,Regular,59,4.45,Evening,Economy,88,353.30142819
9,58,Urban,Gold,61,4.73,Morning,Economy,135,395.54913251
59,39,Urban,Silver,56,4.8,Evening,Economy,91,274.66459345
78,82,Urban,Gold,81,4.23,Afternoon,Premium,108,456.77928124
88,21,Rural,Regular,57,4.67,Afternoon,Economy,160,601.8776321
97,66,Rural,Silver,5,4.23,Evening,Premium,75,207.26421216
40,8,Suburban,Regular,100,4.21,Evening,Premium,33,146.94505991
51,25,Suburban,Silver,24,4.44,Afternoon,Premium,74,249.36087934
44,41,Rural,Regular,40,4.68,Afternoon,Economy,48,167.10111999
81,1,Urban,Silver,48,4.2,Night,Premium,16,210.15114863
65,17,Rural,Gold,1,4.56,Night,Premium,180,699.23880733
60,70,Suburban,Regular,44,3.87,Night,Premium,119,538.50684321
59,56,Urban,Regular,32,4.43,Evening,Economy,80,222.03806929
74,1,Suburban,Gold,63,3.5,Night,Economy,118,449.8826239
40,1,Urban,Gold,82,4.35,Afternoon,Premium,122,482.96790191
79,1,Suburban,Gold,5,3.63,Morning,Economy,72,307.24560185
68,11,Urban,Silver,31,4.7,Morning,Premium,52,72.54457362
85,27,Rural,Gold,41,4.19,Evening,Economy,47,201.5619078
52,44,Urban,Silver,100,4.2,Afternoon,Premium,27,62.20835173
62,48,Rural,Regular,39,4.35,Afternoon,Economy,20,25.993449448411635
86,62,Rural,Gold,0,4.08,Afternoon,Premium,180,719.2948137
33,54,Rural,Silver,52,4.07,Morning,Economy,65,183.00712832
89,1,Suburban,Silver,74,4.19,Evening,Economy,88,237.82775247
54,18,Urban,Regular,23,3.82,Morning,Economy,127,507.00902926
79,1,Suburban,Regular,20,3.51,Morning,Premium,81,387.6885615
80,73,Urban,Regular,41,4.03,Evening,Economy,100,353.77455305
56,20,Rural,Gold,58,4.02,Night,Economy,41,78.51458831
61,13,Urban,Gold,35,3.5,Night,Premium,100,278.31335398
28,42,Rural,Gold,84,4.42,Night,Premium,110,394.13559189
18,23,Rural,Silver,43,4.14,Evening,Economy,26,103.47692584
63,49,Suburban,Regular,80,4.56,Afternoon,Premium,82,324.82130934
88,16,Rural,Gold,27,4.26,Morning,Economy,88,363.56361159
56,46,Urban,Silver,84,4.12,Afternoon,Economy,123,493.61632624
11,1,Suburban,Regular,17,4.27,Morning,Premium,55,240.14466289
49,76,Urban,Silver,66,3.56,Afternoon,Economy,48,210.41430925
49,42,Urban,Silver,44,4.06,Night,Economy,180,576.57994493
52,34,Rural,Silver,4,4.6,Afternoon,Economy,154,537.74869329
36,18,Suburban,Gold,66,5.0,Afternoon,Premium,180,757.54487942
43,27,Suburban,Regular,69,3.91,Afternoon,Economy,145,560.0872988
25,26,Suburban,Silver,44,4.52,Night,Economy,94,360.97412803
100,24,Urban,Regular,75,4.09,Night,Economy,157,596.45071987
100,33,Urban,Silver,77,4.52,Night,Economy,92,317.46989898
38,25,Suburban,Silver,42,4.36,Evening,Premium,88,285.01096584
62,26,Urban,Gold,41,3.65,Night,Premium,141,537.04588835
46,20,Rural,Regular,86,4.28,Afternoon,Premium,115,434.03215031
57,25,Suburban,Gold,28,4.34,Night,Economy,120,360.88749339
70,32,Urban,Silver,100,4.22,Night,Economy,155,678.07523671
65,30,Rural,Silver,34,3.57,Morning,Premium,83,462.38695959
84,26,Suburban,Gold,98,4.24,Evening,Economy,61,316.49593184
48,22,Rural,Silver,34,4.16,Afternoon,Economy,53,283.55214165
61,38,Suburban,Silver,21,4.24,Morning,Premium,107,558.48635584
2,15,Rural,Gold,73,4.52,Evening,Premium,94,541.22152025
64,1,Urban,Regular,38,3.98,Morning,Economy,139,409.88562431
11,26,Suburban,Gold,0,4.33,Evening,Premium,115,508.88271499
30,45,Suburban,Gold,79,4.3,Night,Premium,115,449.08084017
91,37,Suburban,Silver,67,3.76,Night,Economy,35,80.82203513
91,43,Rural,Silver,0,3.5,Afternoon,Premium,146,594.57153478
37,20,Rural,Regular,14,4.21,Morning,Premium,76,184.45174806
100,36,Urban,Silver,47,4.16,Afternoon,Economy,142,597.24724864
78,67,Urban,Regular,37,4.01,Evening,Economy,107,352.63419179
72,5,Suburban,Regular,82,4.38,Night,Economy,96,328.97707896
33,37,Suburban,Gold,66,4.4,Evening,Premium,120,498.60597152
100,20,Rural,Gold,39,3.99,Afternoon,Premium,120,417.5898696
78,52,Suburban,Silver,18,4.8,Evening,Premium,121,465.11219534
42,27,Rural,Silver,9,3.96,Afternoon,Economy,62,183.76162609
5,22,Suburban,Gold,76,5.0,Afternoon,Premium,71,281.43761375
33,1,Rural,Silver,17,4.57,Morning,Economy,126,449.88579611
64,9,Suburban,Silver,44,4.27,Afternoon,Economy,170,629.80394531
55,20,Suburban,Silver,48,3.63,Evening,Economy,73,378.87761291
96,45,Rural,Silver,10,3.71,Morning,Premium,175,548.96621858
35,57,Suburban,Silver,58,4.36,Night,Economy,123,441.10368334
68,25,Rural,Silver,77,4.15,Evening,Economy,114,397.13298184
85,21,Suburban,Silver,49,3.94,Afternoon,Premium,143,508.81870867
29,34,Urban,Gold,12,4.48,Morning,Premium,100,354.5632971
75,31,Urban,Silver,73,4.24,Afternoon,Premium,55,333.51495412
60,24,Suburban,Gold,30,3.8,Morning,Economy,121,354.73866206
47,27,Suburban,Regular,23,4.09,Morning,Economy,109,411.60797433
8,33,Suburban,Regular,100,4.15,Evening,Economy,61,246.7901682
71,50,Urban,Gold,0,4.51,Afternoon,Premium,69,282.51325145
44,14,Urban,Regular,15,4.25,Night,Economy,159,358.41176897
51,3,Rural,Silver,61,4.27,Afternoon,Premium,64,328.75040629
94,31,Suburban,Regular,46,4.74,Morning,Premium,128,415.92808192
60,10,Suburban,Silver,57,3.53,Afternoon,Economy,159,501.13505749
66,54,Suburban,Silver,56,5.0,Evening,Premium,145,584.20299467
100,34,Rural,Gold,46,3.61,Evening,Economy,76,337.82489024
64,25,Suburban,Gold,81,3.65,Evening,Premium,73,249.78269374
41,26,Urban,Regular,75,4.13,Night,Economy,71,248.52686602
90,35,Suburban,Regular,44,3.95,Night,Premium,149,521.79722757
62,39,Rural,Regular,43,5.0,Afternoon,Economy,164,608.37848433
48,75,Rural,Silver,59,3.84,Evening,Economy,132,495.26572294
